"Posição","Nome","Localidade","2005","2009","Unidade","Multiplicador"
"1.3.2","Público","Sergipe",,"790","estabelecimentos",1
"1.3.2","Público","Bahia",,"4780","estabelecimentos",1
"1.3.2","Público","Minas Gerais",,"7222","estabelecimentos",1
"1.3.2","Público","Espírito Santo",,"1133","estabelecimentos",1
"1.3.2","Público","Rio de Janeiro",,"2356","estabelecimentos",1
"1.3.2","Público","São Paulo",,"5850","estabelecimentos",1
"1.3.2","Público","Paraná",,"2973","estabelecimentos",1
"1.3.2","Público","Santa Catarina",,"1957","estabelecimentos",1
"1.3.2","Público","Rio Grande do Sul",,"2701","estabelecimentos",1
"1.3.2","Público","Mato Grosso do Sul",,"824","estabelecimentos",1
"1.3.2","Público","Mato Grosso",,"1356","estabelecimentos",1
"1.3.2","Público","Goiás",,"1577","estabelecimentos",1
"1.3.2","Público","Distrito Federal",,"148","estabelecimentos",1
"1.3.2.1","Federal","Rondônia",,"4","estabelecimentos",1
"1.3.2.1","Federal","Acre",,"11","estabelecimentos",1
"1.3.2.1","Federal","Amazonas",,"60","estabelecimentos",1
"1.3.2.1","Federal","Roraima",,"235","estabelecimentos",1
"1.3.2.1","Federal","Pará",,"71","estabelecimentos",1
"1.3.2.1","Federal","Amapá",,"25","estabelecimentos",1
"1.3.2.1","Federal","Tocantins",,"10","estabelecimentos",1
"1.3.2.1","Federal","Maranhão",,"32","estabelecimentos",1
"1.3.2.1","Federal","Piauí",,"4","estabelecimentos",1
"1.3.2.1","Federal","Ceará",,"16","estabelecimentos",1
"1.3.2.1","Federal","Rio Grande do Norte",,"15","estabelecimentos",1
"1.3.2.1","Federal","Paraíba",,"6","estabelecimentos",1
"1.3.2.1","Federal","Pernambuco",,"29","estabelecimentos",1
"1.3.2.1","Federal","Alagoas",,"8","estabelecimentos",1
"1.3.2.1","Federal","Sergipe",,"3","estabelecimentos",1
"1.3.2.1","Federal","Bahia",,"25","estabelecimentos",1
"1.3.2.1","Federal","Minas Gerais",,"46","estabelecimentos",1
"1.3.2.1","Federal","Espírito Santo",,"10","estabelecimentos",1
"1.3.2.1","Federal","Rio de Janeiro",,"54","estabelecimentos",1
"1.3.2.1","Federal","São Paulo",,"29","estabelecimentos",1
"1.3.2.1","Federal","Paraná",,"15","estabelecimentos",1
"1.3.2.1","Federal","Santa Catarina",,"23","estabelecimentos",1
"1.3.2.1","Federal","Rio Grande do Sul",,"44","estabelecimentos",1
"1.3.2.1","Federal","Mato Grosso do Sul",,"62","estabelecimentos",1
"1.3.2.1","Federal","Mato Grosso",,"91","estabelecimentos",1
"1.3.2.1","Federal","Goiás",,"11","estabelecimentos",1
"1.3.2.1","Federal","Distrito Federal",,"11","estabelecimentos",1
"1.3.2.2","Estadual","Rondônia",,"18","estabelecimentos",1
"1.3.2.2","Estadual","Acre",,"47","estabelecimentos",1
"1.3.2.2","Estadual","Amazonas",,"117","estabelecimentos",1
"1.3.2.2","Estadual","Roraima",,"22","estabelecimentos",1
"1.3.2.2","Estadual","Pará",,"54","estabelecimentos",1
"1.3.2.2","Estadual","Amapá",,"22","estabelecimentos",1
"1.3.2.2","Estadual","Tocantins",,"27","estabelecimentos",1
"1.3.2.2","Estadual","Maranhão",,"35","estabelecimentos",1
"1.3.2.2","Estadual","Piauí",,"54","estabelecimentos",1
"1.3.2.2","Estadual","Ceará",,"36","estabelecimentos",1
"1.3.2.2","Estadual","Rio Grande do Norte",,"34","estabelecimentos",1
"1.3.2.2","Estadual","Paraíba",,"57","estabelecimentos",1
"1.3.2.2","Estadual","Pernambuco",,"52","estabelecimentos",1
"1.3.2.2","Estadual","Alagoas",,"26","estabelecimentos",1
"1.3.2.2","Estadual","Sergipe",,"23","estabelecimentos",1
"1.3.2.2","Estadual","Bahia",,"69","estabelecimentos",1
"1.3.2.2","Estadual","Minas Gerais",,"84","estabelecimentos",1
"1.3.2.2","Estadual","Espírito Santo",,"31","estabelecimentos",1
"1.3.2.2","Estadual","Rio de Janeiro",,"59","estabelecimentos",1
"1.3.2.2","Estadual","São Paulo",,"181","estabelecimentos",1
"1.3.2.2","Estadual","Paraná",,"46","estabelecimentos",1
"1.3.2.2","Estadual","Santa Catarina",,"30","estabelecimentos",1
"1.3.2.2","Estadual","Rio Grande do Sul",,"16","estabelecimentos",1
"1.3.2.2","Estadual","Mato Grosso do Sul",,"9","estabelecimentos",1
"1.3.2.2","Estadual","Mato Grosso",,"13","estabelecimentos",1
"1.3.2.2","Estadual","Goiás",,"19","estabelecimentos",1
"1.3.2.2","Estadual","Distrito Federal",,"137","estabelecimentos",1
"1.3.2.3","Municipal","Rondônia",,"332","estabelecimentos",1
"1.3.2.3","Municipal","Acre",,"230","estabelecimentos",1
"1.3.2.3","Municipal","Amazonas",,"609","estabelecimentos",1
"1.3.2.3","Municipal","Roraima",,"131","estabelecimentos",1
"1.3.2.3","Municipal","Pará",,"1932","estabelecimentos",1
"1.3.2.3","Municipal","Amapá",,"170","estabelecimentos",1
"1.3.2.3","Municipal","Tocantins",,"449","estabelecimentos",1
"1.3.2.3","Municipal","Maranhão",,"2027","estabelecimentos",1
"1.3.2.3","Municipal","Piauí",,"1440","estabelecimentos",1
"1.3.2.3","Municipal","Ceará",,"3048","estabelecimentos",1
"1.3.2.3","Municipal","Rio Grande do Norte",,"1245","estabelecimentos",1
"1.3.2.3","Municipal","Paraíba",,"1762","estabelecimentos",1
"1.3.2.3","Municipal","Pernambuco",,"2683","estabelecimentos",1
"1.3.2.3","Municipal","Alagoas",,"1169","estabelecimentos",1
"1.3.2.3","Municipal","Sergipe",,"764","estabelecimentos",1
"1.3.2.3","Municipal","Bahia",,"4686","estabelecimentos",1
"1.3.2.3","Municipal","Minas Gerais",,"7092","estabelecimentos",1
"1.3.2.3","Municipal","Espírito Santo",,"1092","estabelecimentos",1
"1.3.2.3","Municipal","Rio de Janeiro",,"2243","estabelecimentos",1
"1.3.2.3","Municipal","São Paulo",,"5640","estabelecimentos",1
"1.3.2.3","Municipal","Paraná",,"2912","estabelecimentos",1
"1.3.2.3","Municipal","Santa Catarina",,"1904","estabelecimentos",1
"1.3.2.3","Municipal","Rio Grande do Sul",,"2641","estabelecimentos",1
"1.3.2.3","Municipal","Mato Grosso do Sul",,"753","estabelecimentos",1
"1.3.2.3","Municipal","Mato Grosso",,"1252","estabelecimentos",1
"1.3.2.3","Municipal","Goiás",,"1547","estabelecimentos",1
"1.3.2.3","Municipal","Distrito Federal",,"0","estabelecimentos",1
"1.4","Modalidade de prestação de serviço",,,,"",""
"1.4.1","Particular","Rondônia",,"358","estabelecimentos",1
"1.4.1","Particular","Acre",,"88","estabelecimentos",1
"1.4.1","Particular","Amazonas",,"217","estabelecimentos",1
"1.4.1","Particular","Roraima",,"55","estabelecimentos",1
"1.4.1","Particular","Pará",,"664","estabelecimentos",1
"1.4.1","Particular","Amapá",,"71","estabelecimentos",1
"1.4.1","Particular","Tocantins",,"223","estabelecimentos",1
"1.4.1","Particular","Maranhão",,"503","estabelecimentos",1
"1.4.1","Particular","Piauí",,"581","estabelecimentos",1
"1.4.1","Particular","Ceará",,"878","estabelecimentos",1
"1.4.1","Particular","Rio Grande do Norte",,"585","estabelecimentos",1
"1.4.1","Particular","Paraíba",,"755","estabelecimentos",1
"1.4.1","Particular","Pernambuco",,"1272","estabelecimentos",1
"1.4.1","Particular","Alagoas",,"249","estabelecimentos",1
"1.4.1","Particular","Sergipe",,"291","estabelecimentos",1
"1.4.1","Particular","Bahia",,"3298","estabelecimentos",1
"1.4.1","Particular","Minas Gerais",,"4944","estabelecimentos",1
"1.4.1","Particular","Espírito Santo",,"1050","estabelecimentos",1
"1.4.1","Particular","Rio de Janeiro",,"3940","estabelecimentos",1
"1.4.1","Particular","São Paulo",,"7826","estabelecimentos",1
"1.4.1","Particular","Paraná",,"2669","estabelecimentos",1
"1.4.1","Particular","Santa Catarina",,"2441","estabelecimentos",1
"1.4.1","Particular","Rio Grande do Sul",,"2907","estabelecimentos",1
"1.4.1","Particular","Mato Grosso do Sul",,"616","estabelecimentos",1
"1.4.1","Particular","Mato Grosso",,"635","estabelecimentos",1
"1.4.1","Particular","Goiás",,"1409","estabelecimentos",1
"1.4.1","Particular","Distrito Federal",,"1603","estabelecimentos",1
"1.4.2","Plano de terceiros","Rondônia",,"289","estabelecimentos",1
"1.4.2","Plano de terceiros","Acre",,"74","estabelecimentos",1
"1.4.2","Plano de terceiros","Amazonas",,"180","estabelecimentos",1
"1.4.2","Plano de terceiros","Roraima",,"33","estabelecimentos",1
"1.4.2","Plano de terceiros","Pará",,"460","estabelecimentos",1
"1.4.2","Plano de terceiros","Amapá",,"55","estabelecimentos",1
"1.4.2","Plano de terceiros","Tocantins",,"193","estabelecimentos",1
"1.4.2","Plano de terceiros","Maranhão",,"316","estabelecimentos",1
"1.4.2","Plano de terceiros","Piauí",,"469","estabelecimentos",1
"1.4.2","Plano de terceiros","Ceará",,"751","estabelecimentos",1
"1.4.2","Plano de terceiros","Rio Grande do Norte",,"475","estabelecimentos",1
"1.4.2","Plano de terceiros","Paraíba",,"632","estabelecimentos",1
"1.4.2","Plano de terceiros","Pernambuco",,"1010","estabelecimentos",1
"1.4.2","Plano de terceiros","Alagoas",,"196","estabelecimentos",1
"1.4.2","Plano de terceiros","Sergipe",,"225","estabelecimentos",1
"1.4.2","Plano de terceiros","Bahia",,"2698","estabelecimentos",1
"1.4.2","Plano de terceiros","Minas Gerais",,"4206","estabelecimentos",1
"1.4.2","Plano de terceiros","Espírito Santo",,"888","estabelecimentos",1
"1.4.2","Plano de terceiros","Rio de Janeiro",,"3193","estabelecimentos",1
"1.4.2","Plano de terceiros","São Paulo",,"6701","estabelecimentos",1
"1.4.2","Plano de terceiros","Paraná",,"2278","estabelecimentos",1
"1.4.2","Plano de terceiros","Santa Catarina",,"2057","estabelecimentos",1
"1.4.2","Plano de terceiros","Rio Grande do Sul",,"2563","estabelecimentos",1
"1.4.2","Plano de terceiros","Mato Grosso do Sul",,"543","estabelecimentos",1
"1.4.2","Plano de terceiros","Mato Grosso",,"437","estabelecimentos",1
"1.4.2","Plano de terceiros","Goiás",,"1244","estabelecimentos",1
"1.4.2","Plano de terceiros","Distrito Federal",,"1248","estabelecimentos",1
"1.4.3","Plano próprio","Rondônia",,"13","estabelecimentos",1
"1.4.3","Plano próprio","Acre",,"13","estabelecimentos",1
"1.4.3","Plano próprio","Amazonas",,"7","estabelecimentos",1
"1.4.3","Plano próprio","Roraima",,"8","estabelecimentos",1
"1.4.3","Plano próprio","Pará",,"42","estabelecimentos",1
"1.4.3","Plano próprio","Amapá",,"13","estabelecimentos",1
"1.4.3","Plano próprio","Tocantins",,"3","estabelecimentos",1
"1.4.3","Plano próprio","Maranhão",,"27","estabelecimentos",1
"1.4.3","Plano próprio","Piauí",,"17","estabelecimentos",1
"1.4.3","Plano próprio","Ceará",,"73","estabelecimentos",1
"1.4.3","Plano próprio","Rio Grande do Norte",,"28","estabelecimentos",1
"1.4.3","Plano próprio","Paraíba",,"29","estabelecimentos",1
"1.4.3","Plano próprio","Pernambuco",,"103","estabelecimentos",1
"1.4.3","Plano próprio","Alagoas",,"26","estabelecimentos",1
"1.4.3","Plano próprio","Sergipe",,"39","estabelecimentos",1
"1.4.3","Plano próprio","Bahia",,"100","estabelecimentos",1
"1.4.3","Plano próprio","Minas Gerais",,"305","estabelecimentos",1
"1.4.3","Plano próprio","Espírito Santo",,"56","estabelecimentos",1
"1.4.3","Plano próprio","Rio de Janeiro",,"213","estabelecimentos",1
"1.4.3","Plano próprio","São Paulo",,"758","estabelecimentos",1
"1.4.3","Plano próprio","Paraná",,"134","estabelecimentos",1
"1.4.3","Plano próprio","Santa Catarina",,"171","estabelecimentos",1
"1.4.3","Plano próprio","Rio Grande do Sul",,"219","estabelecimentos",1
"1.4.3","Plano próprio","Mato Grosso do Sul",,"69","estabelecimentos",1
"1.4.3","Plano próprio","Mato Grosso",,"39","estabelecimentos",1
"1.4.3","Plano próprio","Goiás",,"44","estabelecimentos",1
"1.4.3","Plano próprio","Distrito Federal",,"55","estabelecimentos",1
"1.4.4","SUS","Rondônia",,"432","estabelecimentos",1
"1.4.4","SUS","Acre",,"291","estabelecimentos",1
"1.4.4","SUS","Amazonas",,"854","estabelecimentos",1
"1.4.4","SUS","Roraima",,"403","estabelecimentos",1
"1.4.4","SUS","Pará",,"2300","estabelecimentos",1
"1.4.4","SUS","Amapá",,"222","estabelecimentos",1
"1.4.4","SUS","Tocantins",,"576","estabelecimentos",1
"1.4.4","SUS","Maranhão",,"2268","estabelecimentos",1
"1.4.4","SUS","Piauí",,"1784","estabelecimentos",1
"1.4.4","SUS","Ceará",,"3397","estabelecimentos",1
"1.4.4","SUS","Rio Grande do Norte",,"1515","estabelecimentos",1
"1.4.4","SUS","Paraíba",,"2001","estabelecimentos",1
"1.4.4","SUS","Pernambuco",,"3081","estabelecimentos",1
"1.4.4","SUS","Alagoas",,"1340","estabelecimentos",1
"1.4.4","SUS","Sergipe",,"941","estabelecimentos",1
"1.4.4","SUS","Bahia",,"5673","estabelecimentos",1
"1.4.4","SUS","Minas Gerais",,"8869","estabelecimentos",1
"1.4.4","SUS","Espírito Santo",,"1406","estabelecimentos",1
"1.4.4","SUS","Rio de Janeiro",,"3002","estabelecimentos",1
"1.4.4","SUS","São Paulo",,"7234","estabelecimentos",1
"1.4.4","SUS","Paraná",,"4091","estabelecimentos",1
"1.4.4","SUS","Santa Catarina",,"2856","estabelecimentos",1
"1.4.4","SUS","Rio Grande do Sul",,"3868","estabelecimentos",1
"1.4.4","SUS","Mato Grosso do Sul",,"947","estabelecimentos",1
"1.4.4","SUS","Mato Grosso",,"1514","estabelecimentos",1
"1.4.4","SUS","Goiás",,"2142","estabelecimentos",1
"1.4.4","SUS","Distrito Federal",,"177","estabelecimentos",1
"1.4.4.1","SUS Ambulatorial","Rondônia",,"327","estabelecimentos",1
"1.4.4.1","SUS Ambulatorial","Acre",,"227","estabelecimentos",1
"1.4.4.1","SUS Ambulatorial","Amazonas",,"740","estabelecimentos",1
"1.4.4.1","SUS Ambulatorial","Roraima",,"384","estabelecimentos",1
"1.4.4.1","SUS Ambulatorial","Pará",,"2019","estabelecimentos",1
"1.4.4.1","SUS Ambulatorial","Amapá",,"201","estabelecimentos",1
"1.4.4.1","SUS Ambulatorial","Tocantins",,"477","estabelecimentos",1
"1.4.4.1","SUS Ambulatorial","Maranhão",,"2113","estabelecimentos",1
"1.4.4.1","SUS Ambulatorial","Piauí",,"1580","estabelecimentos",1
"1.4.4.1","SUS Ambulatorial","Ceará",,"3018","estabelecimentos",1
"1.4.4.1","SUS Ambulatorial","Rio Grande do Norte",,"1372","estabelecimentos",1
"1.4.4.1","SUS Ambulatorial","Paraíba",,"1845","estabelecimentos",1
"1.4.4.1","SUS Ambulatorial","Pernambuco",,"2607","estabelecimentos",1
"1.4.4.1","SUS Ambulatorial","Alagoas",,"1124","estabelecimentos",1
"1.4.4.1","SUS Ambulatorial","Sergipe",,"794","estabelecimentos",1
"1.4.4.1","SUS Ambulatorial","Bahia",,"4864","estabelecimentos",1
"1.4.4.1","SUS Ambulatorial","Minas Gerais",,"7012","estabelecimentos",1
"1.4.4.1","SUS Ambulatorial","Espírito Santo",,"1111","estabelecimentos",1
"1.4.4.1","SUS Ambulatorial","Rio de Janeiro",,"2472","estabelecimentos",1
"1.4.4.1","SUS Ambulatorial","São Paulo",,"5951","estabelecimentos",1
"1.4.4.1","SUS Ambulatorial","Paraná",,"3307","estabelecimentos",1
"1.4.4.1","SUS Ambulatorial","Santa Catarina",,"2136","estabelecimentos",1
"1.4.4.1","SUS Ambulatorial","Rio Grande do Sul",,"3006","estabelecimentos",1
"1.4.4.1","SUS Ambulatorial","Mato Grosso do Sul",,"751","estabelecimentos",1
"1.4.4.1","SUS Ambulatorial","Mato Grosso",,"1213","estabelecimentos",1
"1.4.4.1","SUS Ambulatorial","Goiás",,"1602","estabelecimentos",1
"1.4.4.1","SUS Ambulatorial","Distrito Federal",,"141","estabelecimentos",1
"1.4.4.2","SUS Diálise","Rondônia",,"6","estabelecimentos",1
"1.4.4.2","SUS Diálise","Acre",,"3","estabelecimentos",1
"1.4.4.2","SUS Diálise","Amazonas",,"9","estabelecimentos",1
"1.4.4.2","SUS Diálise","Roraima",,"2","estabelecimentos",1
"1.4.4.2","SUS Diálise","Pará",,"16","estabelecimentos",1
"1.4.4.2","SUS Diálise","Amapá",,"2","estabelecimentos",1
"1.4.4.2","SUS Diálise","Tocantins",,"4","estabelecimentos",1
"1.4.4.2","SUS Diálise","Maranhão",,"15","estabelecimentos",1
"1.4.4.2","SUS Diálise","Piauí",,"15","estabelecimentos",1
"1.4.4.2","SUS Diálise","Ceará",,"30","estabelecimentos",1
"1.4.4.2","SUS Diálise","Rio Grande do Norte",,"14","estabelecimentos",1
"1.4.4.2","SUS Diálise","Paraíba",,"12","estabelecimentos",1
"1.4.4.2","SUS Diálise","Pernambuco",,"26","estabelecimentos",1
"1.4.4.2","SUS Diálise","Alagoas",,"12","estabelecimentos",1
"1.4.4.2","SUS Diálise","Sergipe",,"6","estabelecimentos",1
"1.4.4.2","SUS Diálise","Bahia",,"44","estabelecimentos",1
"1.4.4.2","SUS Diálise","Minas Gerais",,"104","estabelecimentos",1
"1.4.4.2","SUS Diálise","Espírito Santo",,"21","estabelecimentos",1
"1.4.4.2","SUS Diálise","Rio de Janeiro",,"99","estabelecimentos",1
"1.4.4.2","SUS Diálise","São Paulo",,"220","estabelecimentos",1
"1.4.4.2","SUS Diálise","Paraná",,"69","estabelecimentos",1
"1.4.4.2","SUS Diálise","Santa Catarina",,"42","estabelecimentos",1
"1.4.4.2","SUS Diálise","Rio Grande do Sul",,"81","estabelecimentos",1
"1.4.4.2","SUS Diálise","Mato Grosso do Sul",,"13","estabelecimentos",1
"1.4.4.2","SUS Diálise","Mato Grosso",,"12","estabelecimentos",1
"1.4.4.2","SUS Diálise","Goiás",,"32","estabelecimentos",1
"1.4.4.2","SUS Diálise","Distrito Federal",,"14","estabelecimentos",1
"1.4.4.3","SUS Emergência","Rondônia",,"61","estabelecimentos",1
"1.4.4.3","SUS Emergência","Acre",,"17","estabelecimentos",1
"1.4.4.3","SUS Emergência","Amazonas",,"96","estabelecimentos",1
"1.4.4.3","SUS Emergência","Roraima",,"19","estabelecimentos",1
"1.4.4.3","SUS Emergência","Pará",,"210","estabelecimentos",1
"1.4.4.3","SUS Emergência","Amapá",,"20","estabelecimentos",1
"1.4.4.3","SUS Emergência","Tocantins",,"66","estabelecimentos",1
"1.4.4.3","SUS Emergência","Maranhão",,"250","estabelecimentos",1
"1.4.4.3","SUS Emergência","Piauí",,"92","estabelecimentos",1
"1.4.4.3","SUS Emergência","Ceará",,"168","estabelecimentos",1
"1.4.4.3","SUS Emergência","Rio Grande do Norte",,"106","estabelecimentos",1
"1.4.4.3","SUS Emergência","Paraíba",,"58","estabelecimentos",1
"1.4.4.3","SUS Emergência","Pernambuco",,"253","estabelecimentos",1
"1.4.4.3","SUS Emergência","Alagoas",,"80","estabelecimentos",1
"1.4.4.3","SUS Emergência","Sergipe",,"37","estabelecimentos",1
"1.4.4.3","SUS Emergência","Bahia",,"498","estabelecimentos",1
"1.4.4.3","SUS Emergência","Minas Gerais",,"655","estabelecimentos",1
"1.4.4.3","SUS Emergência","Espírito Santo",,"119","estabelecimentos",1
"1.4.4.3","SUS Emergência","Rio de Janeiro",,"323","estabelecimentos",1
"1.4.4.3","SUS Emergência","São Paulo",,"882","estabelecimentos",1
"1.4.4.3","SUS Emergência","Paraná",,"446","estabelecimentos",1
"1.4.4.3","SUS Emergência","Santa Catarina",,"254","estabelecimentos",1
"1.4.4.3","SUS Emergência","Rio Grande do Sul",,"327","estabelecimentos",1
"1.4.4.3","SUS Emergência","Mato Grosso do Sul",,"86","estabelecimentos",1
"1.4.4.3","SUS Emergência","Mato Grosso",,"140","estabelecimentos",1
"1.4.4.3","SUS Emergência","Goiás",,"269","estabelecimentos",1
"1.4.4.3","SUS Emergência","Distrito Federal",,"21","estabelecimentos",1
"1.4.4.4","SUS Internação","Rondônia",,"58","estabelecimentos",1
"1.4.4.4","SUS Internação","Acre",,"29","estabelecimentos",1
"1.4.4.4","SUS Internação","Amazonas",,"95","estabelecimentos",1
"1.4.4.4","SUS Internação","Roraima",,"17","estabelecimentos",1
"1.4.4.4","SUS Internação","Pará",,"218","estabelecimentos",1
"1.4.4.4","SUS Internação","Amapá",,"18","estabelecimentos",1
"1.4.4.4","SUS Internação","Tocantins",,"56","estabelecimentos",1
"1.4.4.4","SUS Internação","Maranhão",,"235","estabelecimentos",1
"1.4.4.4","SUS Internação","Piauí",,"182","estabelecimentos",1
"1.4.4.4","SUS Internação","Ceará",,"250","estabelecimentos",1
"1.4.4.4","SUS Internação","Rio Grande do Norte",,"161","estabelecimentos",1
"1.4.4.4","SUS Internação","Paraíba",,"136","estabelecimentos",1
"1.4.4.4","SUS Internação","Pernambuco",,"262","estabelecimentos",1
"1.4.4.4","SUS Internação","Alagoas",,"91","estabelecimentos",1
"1.4.4.4","SUS Internação","Sergipe",,"38","estabelecimentos",1
"1.4.4.4","SUS Internação","Bahia",,"489","estabelecimentos",1
"1.4.4.4","SUS Internação","Minas Gerais",,"569","estabelecimentos",1
"1.4.4.4","SUS Internação","Espírito Santo",,"90","estabelecimentos",1
"1.4.4.4","SUS Internação","Rio de Janeiro",,"297","estabelecimentos",1
"1.4.4.4","SUS Internação","São Paulo",,"625","estabelecimentos",1
"1.4.4.4","SUS Internação","Paraná",,"411","estabelecimentos",1
"1.4.4.4","SUS Internação","Santa Catarina",,"194","estabelecimentos",1
"1.4.4.4","SUS Internação","Rio Grande do Sul",,"324","estabelecimentos",1
"1.4.4.4","SUS Internação","Mato Grosso do Sul",,"98","estabelecimentos",1
"1.4.4.4","SUS Internação","Mato Grosso",,"131","estabelecimentos",1
"1.4.4.4","SUS Internação","Goiás",,"319","estabelecimentos",1
"1.4.4.4","SUS Internação","Distrito Federal",,"22","estabelecimentos",1
"1.4.4.5","SUS UTI/CTI","Rondônia",,"9","estabelecimentos",1
"1.4.4.5","SUS UTI/CTI","Acre",,"5","estabelecimentos",1
"1.4.4.5","SUS UTI/CTI","Amazonas",,"21","estabelecimentos",1
"1.4.4.5","SUS UTI/CTI","Roraima",,"3","estabelecimentos",1
"1.4.4.5","SUS UTI/CTI","Pará",,"25","estabelecimentos",1
"1.4.4.5","SUS UTI/CTI","Amapá",,"7","estabelecimentos",1
"1.4.4.5","SUS UTI/CTI","Tocantins",,"5","estabelecimentos",1
"1.4.4.5","SUS UTI/CTI","Maranhão",,"19","estabelecimentos",1
"1.4.4.5","SUS UTI/CTI","Piauí",,"14","estabelecimentos",1
"1.4.4.5","SUS UTI/CTI","Ceará",,"32","estabelecimentos",1
"1.4.4.5","SUS UTI/CTI","Rio Grande do Norte",,"26","estabelecimentos",1
"1.4.4.5","SUS UTI/CTI","Paraíba",,"30","estabelecimentos",1
"1.4.4.5","SUS UTI/CTI","Pernambuco",,"30","estabelecimentos",1
"1.4.4.5","SUS UTI/CTI","Alagoas",,"17","estabelecimentos",1
"1.4.4.5","SUS UTI/CTI","Sergipe",,"9","estabelecimentos",1
"1.4.4.5","SUS UTI/CTI","Bahia",,"43","estabelecimentos",1
"1.4.4.5","SUS UTI/CTI","Minas Gerais",,"129","estabelecimentos",1
"1.4.4.5","SUS UTI/CTI","Espírito Santo",,"33","estabelecimentos",1
"1.4.4.5","SUS UTI/CTI","Rio de Janeiro",,"118","estabelecimentos",1
"1.4.4.5","SUS UTI/CTI","São Paulo",,"250","estabelecimentos",1
"1.4.4.5","SUS UTI/CTI","Paraná",,"76","estabelecimentos",1
"1.4.4.5","SUS UTI/CTI","Santa Catarina",,"42","estabelecimentos",1
"1.4.4.5","SUS UTI/CTI","Rio Grande do Sul",,"71","estabelecimentos",1
"1.4.4.5","SUS UTI/CTI","Mato Grosso do Sul",,"13","estabelecimentos",1
"1.4.4.5","SUS UTI/CTI","Mato Grosso",,"20","estabelecimentos",1
"1.4.4.5","SUS UTI/CTI","Goiás",,"33","estabelecimentos",1
"1.4.4.5","SUS UTI/CTI","Distrito Federal",,"19","estabelecimentos",1
"1.5","Tipo de atendimento",,,,"",""
"1.5.1","Com internação","Rondônia",,"96","estabelecimentos",1
"1.5.1","Com internação","Acre",,"33","estabelecimentos",1
"1.5.1","Com internação","Amazonas",,"110","estabelecimentos",1
"1.5.1","Com internação","Roraima",,"19","estabelecimentos",1
"1.5.1","Com internação","Pará",,"271","estabelecimentos",1
"1.5.1","Com internação","Amapá",,"21","estabelecimentos",1
"1.5.1","Com internação","Tocantins",,"68","estabelecimentos",1
"1.5.1","Com internação","Maranhão",,"261","estabelecimentos",1
"1.5.1","Com internação","Piauí",,"198","estabelecimentos",1
"1.5.1","Com internação","Ceará",,"282","estabelecimentos",1
"1.5.1","Com internação","Rio Grande do Norte",,"174","estabelecimentos",1
"1.5.1","Com internação","Paraíba",,"155","estabelecimentos",1
"1.5.1","Com internação","Pernambuco",,"329","estabelecimentos",1
"1.5.1","Com internação","Alagoas",,"103","estabelecimentos",1
"1.5.1","Com internação","Sergipe",,"46","estabelecimentos",1
"1.5.1","Com internação","Bahia",,"578","estabelecimentos",1
"1.5.1","Com internação","Minas Gerais",,"693","estabelecimentos",1
"1.5.1","Com internação","Espírito Santo",,"120","estabelecimentos",1
"1.5.1","Com internação","Rio de Janeiro",,"494","estabelecimentos",1
"1.5.1","Com internação","São Paulo",,"958","estabelecimentos",1
"1.5.1","Com internação","Paraná",,"487","estabelecimentos",1
"1.5.1","Com internação","Santa Catarina",,"242","estabelecimentos",1
"1.5.1","Com internação","Rio Grande do Sul",,"379","estabelecimentos",1
"1.5.1","Com internação","Mato Grosso do Sul",,"133","estabelecimentos",1
"1.5.1","Com internação","Mato Grosso",,"163","estabelecimentos",1
"1.5.1","Com internação","Goiás",,"398","estabelecimentos",1
"1.5.1","Com internação","Distrito Federal",,"64","estabelecimentos",1
"1.5.1.1","Esfera administrativa",,,,"",""
"1.5.1.1.1","Público","Rondônia",,"53","estabelecimentos",1
"1.5.1.1.1","Público","Acre",,"26","estabelecimentos",1
"1.5.1.1.1","Público","Amazonas",,"91","estabelecimentos",1
"1.5.1.1.1","Público","Roraima",,"17","estabelecimentos",1
"1.5.1.1.1","Público","Pará",,"129","estabelecimentos",1
"1.5.1.1.1","Público","Amapá",,"17","estabelecimentos",1
"1.5.1.1.1","Público","Tocantins",,"54","estabelecimentos",1
"1.5.1.1.1","Público","Maranhão",,"199","estabelecimentos",1
"1.5.1.1.1","Público","Piauí",,"139","estabelecimentos",1
"1.5.1.1.1","Público","Ceará",,"169","estabelecimentos",1
"1.5.1.1.1","Público","Rio Grande do Norte",,"113","estabelecimentos",1
"1.5.1.1.1","Público","Paraíba",,"86","estabelecimentos",1
"1.5.1.1.1","Público","Pernambuco",,"198","estabelecimentos",1
"1.5.1.1.1","Público","Alagoas",,"57","estabelecimentos",1
"1.5.1.1.1","Público","Sergipe",,"16","estabelecimentos",1
"1.5.1.1.1","Público","Bahia",,"304","estabelecimentos",1
"1.5.1.1.1","Público","Minas Gerais",,"175","estabelecimentos",1
"1.5.1.1.1","Público","Espírito Santo",,"29","estabelecimentos",1
"1.5.1.1.1","Público","Rio de Janeiro",,"167","estabelecimentos",1
"1.5.1.1.1","Público","São Paulo",,"219","estabelecimentos",1
"1.5.1.1.1","Público","Paraná",,"164","estabelecimentos",1
"1.5.1.1.1","Público","Santa Catarina",,"42","estabelecimentos",1
"1.5.1.1.1","Público","Rio Grande do Sul",,"57","estabelecimentos",1
"1.5.1.1.1","Público","Mato Grosso do Sul",,"47","estabelecimentos",1
